sequence,cycle,channel,rank,pim_block,key,tap_index,tap_count,partial_hex,final_hex
5405,26663,35,0,5,77013100527618,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5406,26663,35,0,6,77021690462210,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5407,26663,35,0,7,77030280396802,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5408,26663,36,0,0,79169174110210,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5409,26663,36,0,1,79177764044802,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5410,26663,36,0,2,79186353979394,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5411,26663,36,0,3,79194943913986,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5412,26663,36,0,4,79203533848578,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5413,26663,36,0,5,79212123783170,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5414,26663,36,0,6,79220713717762,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5415,26663,36,0,7,79229303652354,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5416,26663,37,0,0,81368197365762,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5417,26663,37,0,1,81376787300354,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5418,26663,37,0,2,81385377234946,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5419,26663,37,0,3,81393967169538,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5420,26663,37,0,4,81402557104130,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5421,26663,37,0,5,81411147038722,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5422,26663,37,0,6,81419736973314,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5423,26663,37,0,7,81428326907906,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5424,26663,38,0,0,83567220621314,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5425,26663,38,0,1,83575810555906,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5426,26663,38,0,2,83584400490498,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5427,26663,38,0,3,83592990425090,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5428,26663,38,0,4,83601580359682,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5429,26663,38,0,5,83610170294274,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5430,26663,38,0,6,83618760228866,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5431,26663,38,0,7,83627350163458,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5432,26663,39,0,0,85766243876866,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5433,26663,39,0,1,85774833811458,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5434,26663,39,0,2,85783423746050,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5435,26663,39,0,3,85792013680642,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5436,26663,39,0,4,85800603615234,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5437,26663,39,0,5,85809193549826,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5438,26663,39,0,6,85817783484418,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5439,26663,39,0,7,85826373419010,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5440,26663,40,0,0,87965267132418,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5441,26663,40,0,1,87973857067010,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5442,26663,40,0,2,87982447001602,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5443,26663,40,0,3,87991036936194,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5444,26663,40,0,4,87999626870786,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5445,26663,40,0,5,88008216805378,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5446,26663,40,0,6,88016806739970,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5447,26663,40,0,7,88025396674562,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5448,26663,41,0,0,90164290387970,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5449,26663,41,0,1,90172880322562,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5450,26663,41,0,2,90181470257154,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5451,26663,41,0,3,90190060191746,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5452,26663,41,0,4,90198650126338,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5453,26663,41,0,5,90207240060930,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5454,26663,41,0,6,90215829995522,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5455,26663,41,0,7,90224419930114,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5456,26663,42,0,0,92363313643522,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5457,26663,42,0,1,92371903578114,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5458,26663,42,0,2,92380493512706,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5459,26663,42,0,3,92389083447298,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5460,26663,42,0,4,92397673381890,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5461,26663,42,0,5,92406263316482,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5462,26663,42,0,6,92414853251074,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5463,26663,42,0,7,92423443185666,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5464,26663,43,0,0,94562336899074,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5465,26663,43,0,1,94570926833666,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5466,26663,43,0,2,94579516768258,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5467,26663,43,0,3,94588106702850,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5468,26663,43,0,4,94596696637442,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5469,26663,43,0,5,94605286572034,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
